Title	yearRelease	Rating	Cast	Votes	Link	no.Votes	movieURL	Director	Cast1	Cast2
Spotlight	2015	8.1	Tom McCarthy (dir.), Mark Ruffalo, Michael Keaton	8.1 based on 295,777 user ratings	http://www.imdb.com/title/tt1895587/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_206	295777	[ url](http://www.imdb.com/title/tt1895587/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_206)	Tom McCarthy	Mark Ruffalo	Michael Keaton
Stalker	1979	8.1	Andrei Tarkovsky (dir.), Alisa Freyndlikh, Aleksandr Kaydanovskiy	8.1 based on 80,724 user ratings	http://www.imdb.com/title/tt0079944/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_207	80724	[ url](http://www.imdb.com/title/tt0079944/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_207)	Andrei Tarkovsky	Alisa Freyndlikh	Aleksandr Kaydanovskiy
The Truman Show	1998	8.1	Peter Weir (dir.), Jim Carrey, Ed Harris	8.1 based on 750,643 user ratings	http://www.imdb.com/title/tt0120382/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_208	750643	[ url](http://www.imdb.com/title/tt0120382/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_208)	Peter Weir	Jim Carrey	Ed Harris
Amores perros	2000	8.1	Alejandro González Iñárritu (dir.), Emilio Echevarría, Gael García Bernal	8.1 based on 189,731 user ratings	http://www.imdb.com/title/tt0245712/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_209	189731	[ url](http://www.imdb.com/title/tt0245712/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_209)	Alejandro González Iñárritu	Emilio Echevarría	Gael García Bernal
Butch Cassidy and the Sundance Kid	1969	8.1	George Roy Hill (dir.), Paul Newman, Robert Redford	8.1 based on 168,470 user ratings	http://www.imdb.com/title/tt0064115/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_210	168470	[ url](http://www.imdb.com/title/tt0064115/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_210)	George Roy Hill	Paul Newman	Robert Redford
Hachi: A Dog's Tale	2009	8.1	Lasse Hallström (dir.), Richard Gere, Joan Allen	8.1 based on 190,121 user ratings	http://www.imdb.com/title/tt1028532/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211	190121	[ url](http://www.imdb.com/title/tt1028532/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211)	Lasse Hallström	Richard Gere	Joan Allen
Kaze no tani no Naushika	1984	8.1	Hayao Miyazaki (dir.), Sumi Shimamoto, Mahito Tsujimura	8.1 based on 110,795 user ratings	http://www.imdb.com/title/tt0087544/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_212	110795	[ url](http://www.imdb.com/title/tt0087544/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_212)	Hayao Miyazaki	Sumi Shimamoto	Mahito Tsujimura
Before Sunrise	1995	8.1	Richard Linklater (dir.), Ethan Hawke, Julie Delpy	8.1 based on 210,210 user ratings	http://www.imdb.com/title/tt0112471/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_213	210210	[ url](http://www.imdb.com/title/tt0112471/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_213)	Richard Linklater	Ethan Hawke	Julie Delpy
The Princess Bride	1987	8.1	Rob Reiner (dir.), Cary Elwes, Mandy Patinkin	8.1 based on 324,804 user ratings	http://www.imdb.com/title/tt0093779/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_214	324804	[ url](http://www.imdb.com/title/tt0093779/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_214)	Rob Reiner	Cary Elwes	Mandy Patinkin
The Maltese Falcon	1941	8.1	John Huston (dir.), Humphrey Bogart, Mary Astor	8.1 based on 125,484 user ratings	http://www.imdb.com/title/tt0033870/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_215	125484	[ url](http://www.imdb.com/title/tt0033870/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_215)	John Huston	Humphrey Bogart	Mary Astor
Paper Moon	1973	8	Peter Bogdanovich (dir.), Ryan O'Neal, Tatum O'Neal	8.0 based on 27,599 user ratings	http://www.imdb.com/title/tt0070510/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_216	27599	[ url](http://www.imdb.com/title/tt0070510/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_216)	Peter Bogdanovich	Ryan O'Neal	Tatum O'Neal
Prisoners	2013	8	Denis Villeneuve (dir.), Hugh Jackman, Jake Gyllenhaal	8.0 based on 459,071 user ratings	http://www.imdb.com/title/tt1392214/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_217	459071	[ url](http://www.imdb.com/title/tt1392214/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_217)	Denis Villeneuve	Hugh Jackman	Jake Gyllenhaal
Le notti di Cabiria	1957	8	Federico Fellini (dir.), Giulietta Masina, François Périer	8.0 based on 30,790 user ratings	http://www.imdb.com/title/tt0050783/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_218	30790	[ url](http://www.imdb.com/title/tt0050783/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_218)	Federico Fellini	Giulietta Masina	François Périer
Harry Potter and the Deathly Hallows: Part 2	2011	8	David Yates (dir.), Daniel Radcliffe, Emma Watson	8.0 based on 617,032 user ratings	http://www.imdb.com/title/tt1201607/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_219	617032	[ url](http://www.imdb.com/title/tt1201607/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_219)	David Yates	Daniel Radcliffe	Emma Watson
The Grapes of Wrath	1940	8	John Ford (dir.), Henry Fonda, Jane Darwell	8.0 based on 70,490 user ratings	http://www.imdb.com/title/tt0032551/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_220	70490	[ url](http://www.imdb.com/title/tt0032551/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_220)	John Ford	Henry Fonda	Jane Darwell
Rocky	1976	8	John G. Avildsen (dir.), Sylvester Stallone, Talia Shire	8.0 based on 423,302 user ratings	http://www.imdb.com/title/tt0075148/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_221	423302	[ url](http://www.imdb.com/title/tt0075148/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_221)	John G. Avildsen	Sylvester Stallone	Talia Shire
Catch Me If You Can	2002	8	Steven Spielberg (dir.), Leonardo DiCaprio, Tom Hanks	8.0 based on 622,460 user ratings	http://www.imdb.com/title/tt0264464/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_222	622460	[ url](http://www.imdb.com/title/tt0264464/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_222)	Steven Spielberg	Leonardo DiCaprio	Tom Hanks
Les diaboliques	1955	8	Henri-Georges Clouzot (dir.), Simone Signoret, Véra Clouzot	8.0 based on 47,790 user ratings	http://www.imdb.com/title/tt0046911/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_223	47790	[ url](http://www.imdb.com/title/tt0046911/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_223)	Henri-Georges Clouzot	Simone Signoret	Véra Clouzot
Touch of Evil	1958	8	Orson Welles (dir.), Charlton Heston, Orson Welles	8.0 based on 80,645 user ratings	http://www.imdb.com/title/tt0052311/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_224	80645	[ url](http://www.imdb.com/title/tt0052311/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_224)	Orson Welles	Charlton Heston	Orson Welles
Monsters, Inc.	2001	8	Pete Docter (dir.), Billy Crystal, John Goodman	8.0 based on 660,354 user ratings	http://www.imdb.com/title/tt0198781/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_225	660354	[ url](http://www.imdb.com/title/tt0198781/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_225)	Pete Docter	Billy Crystal	John Goodman
Gandhi	1982	8	Richard Attenborough (dir.), Ben Kingsley, John Gielgud	8.0 based on 189,278 user ratings	http://www.imdb.com/title/tt0083987/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_226	189278	[ url](http://www.imdb.com/title/tt0083987/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_226)	Richard Attenborough	Ben Kingsley	John Gielgud
Donnie Darko	2001	8	Richard Kelly (dir.), Jake Gyllenhaal, Jena Malone	8.0 based on 642,776 user ratings	http://www.imdb.com/title/tt0246578/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_227	642776	[ url](http://www.imdb.com/title/tt0246578/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_227)	Richard Kelly	Jake Gyllenhaal	Jena Malone
Barry Lyndon	1975	8	Stanley Kubrick (dir.), Ryan O'Neal, Marisa Berenson	8.0 based on 114,437 user ratings	http://www.imdb.com/title/tt0072684/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_228	114437	[ url](http://www.imdb.com/title/tt0072684/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_228)	Stanley Kubrick	Ryan O'Neal	Marisa Berenson
Annie Hall	1977	8	Woody Allen (dir.), Woody Allen, Diane Keaton	8.0 based on 216,724 user ratings	http://www.imdb.com/title/tt0075686/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_229	216724	[ url](http://www.imdb.com/title/tt0075686/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_229)	Woody Allen	Woody Allen	Diane Keaton
The Terminator	1984	8	James Cameron (dir.), Arnold Schwarzenegger, Linda Hamilton	8.0 based on 664,406 user ratings	http://www.imdb.com/title/tt0088247/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_230	664406	[ url](http://www.imdb.com/title/tt0088247/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_230)	James Cameron	Arnold Schwarzenegger	Linda Hamilton
